Name,Birthday,Height,Weight,Season,Team Name,Team Short Name,Preferred Foot,Appearances in Starting XI,Goals,Nationality,Transfer Value,Wage,PlayerPhoto,ClubLogo
Leon Britton, 16 September 1982,167 cm,143 lbs,2015/2016,Swansea City,SWA,Right,19,0,England,€2.7M,€62K,https://cdn.sofifa.org/1x/18/players/140415.png,https://cdn.sofifa.org/1x/18/teams/1960.png
Lewis Grabban, 12 January 1988,182 cm,172 lbs,2015/2016,Bournemouth,BOU,Right,4,1,England,€1.1M,€38K,https://cdn.sofifa.org/1x/18/players/172960.png,https://cdn.sofifa.org/1x/18/teams/1943.png
Lewis Grabban, 12 January 1988,182 cm,172 lbs,2015/2016,Norwich City,NOR,Right,3,1,England,€1.1M,€38K,https://cdn.sofifa.org/1x/18/players/172960.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Liam Moore, 31 January 1993,185 cm,190 lbs,2014/2015,Leicester City,LEI,Right,10,0,England,€7.5M,€27K,https://cdn.sofifa.org/1x/18/players/200758.png,https://cdn.sofifa.org/1x/18/teams/95.png
Liam Ridgewell, 21 July 1984,187 cm,174 lbs,2011/2012,West Bromwich Albion,WBA,Left,13,1,England,€1M,€6K,https://cdn.sofifa.org/1x/18/players/162315.png,https://cdn.sofifa.org/1x/18/teams/109.png
Liam Ridgewell, 21 July 1984,187 cm,174 lbs,2012/2013,West Bromwich Albion,WBA,Left,28,0,England,€1M,€6K,https://cdn.sofifa.org/1x/18/players/162315.png,https://cdn.sofifa.org/1x/18/teams/109.png
Liam Ridgewell, 21 July 1984,187 cm,174 lbs,2013/2014,West Bromwich Albion,WBA,Left,33,1,England,€1M,€6K,https://cdn.sofifa.org/1x/18/players/162315.png,https://cdn.sofifa.org/1x/18/teams/109.png
Liam Rosenior, 9 July 1984,177 cm,170 lbs,2013/2014,Hull City,HUL,Right,22,1,England,€1.3M,€29K,https://cdn.sofifa.org/1x/18/players/152723.png,https://cdn.sofifa.org/1x/18/teams/1952.png
Liam Rosenior, 9 July 1984,177 cm,170 lbs,2014/2015,Hull City,HUL,Right,5,0,England,€1.3M,€29K,https://cdn.sofifa.org/1x/18/players/152723.png,https://cdn.sofifa.org/1x/18/teams/1952.png
Lukas Jutkiewicz, 28 March 1989,185 cm,161 lbs,2014/2015,Burnley,BUR,Left,10,0,England,€1.8M,€23K,https://cdn.sofifa.org/1x/18/players/176841.png,https://cdn.sofifa.org/1x/18/teams/1796.png
Luke Garbutt, 21 May 1993,177 cm,161 lbs,2014/2015,Everton,EVE,Left,3,0,England,€2.1M,€45K,https://cdn.sofifa.org/1x/18/players/192319.png,https://cdn.sofifa.org/1x/18/teams/7.png
Luke Moore, 13 February 1986,180 cm,165 lbs,2011/2012,Swansea City,SWA,Right,3,2,England,€7.5M,€27K,https://cdn.sofifa.org/1x/18/players/200758.png,https://cdn.sofifa.org/1x/18/teams/1960.png
Luke Moore, 13 February 1986,180 cm,165 lbs,2012/2013,Swansea City,SWA,Right,4,3,England,€7.5M,€27K,https://cdn.sofifa.org/1x/18/players/200758.png,https://cdn.sofifa.org/1x/18/teams/1960.png
Luke Shaw, 12 July 1995,185 cm,165 lbs,2012/2013,Southampton,SOU,Left,22,0,England,€14M,€91K,https://cdn.sofifa.org/1x/18/players/205988.png,https://cdn.sofifa.org/1x/18/teams/17.png
Luke Shaw, 12 July 1995,185 cm,165 lbs,2013/2014,Southampton,SOU,Left,35,0,England,€14M,€91K,https://cdn.sofifa.org/1x/18/players/205988.png,https://cdn.sofifa.org/1x/18/teams/17.png
Luke Shaw, 12 July 1995,185 cm,165 lbs,2014/2015,Manchester United,MUN,Left,15,0,England,€14M,€91K,https://cdn.sofifa.org/1x/18/players/205988.png,https://cdn.sofifa.org/1x/18/teams/11.png
Luke Shaw, 12 July 1995,185 cm,165 lbs,2015/2016,Manchester United,MUN,Left,5,0,England,€14M,€91K,https://cdn.sofifa.org/1x/18/players/205988.png,https://cdn.sofifa.org/1x/18/teams/11.png
Luke Young, 19 July 1979,182 cm,172 lbs,2011/2012,Queens Park Rangers,QPR,Right,23,2,England,€190K,€2K,https://cdn.sofifa.org/1x/18/players/189307.png,https://cdn.sofifa.org/1x/18/teams/15.png
Luke Young, 19 July 1979,182 cm,172 lbs,2011/2012,Aston Villa,AVL,Right,2,2,England,€190K,€2K,https://cdn.sofifa.org/1x/18/players/189307.png,https://cdn.sofifa.org/1x/18/teams/2.png
Marc Albrighton, 18 November 1989,175 cm,148 lbs,2014/2015,Leicester City,LEI,Right,10,2,England,€9.5M,€68K,https://cdn.sofifa.org/1x/18/players/183130.png,https://cdn.sofifa.org/1x/18/teams/95.png
Marc Albrighton, 18 November 1989,175 cm,148 lbs,2015/2016,Leicester City,LEI,Right,34,2,England,€9.5M,€68K,https://cdn.sofifa.org/1x/18/players/183130.png,https://cdn.sofifa.org/1x/18/teams/95.png
Marc Albrighton, 18 November 1989,175 cm,148 lbs,2011/2012,Aston Villa,AVL,Right,15,2,England,€9.5M,€68K,https://cdn.sofifa.org/1x/18/players/183130.png,https://cdn.sofifa.org/1x/18/teams/2.png
Marc Albrighton, 18 November 1989,175 cm,148 lbs,2012/2013,Aston Villa,AVL,Right,4,0,England,€9.5M,€68K,https://cdn.sofifa.org/1x/18/players/183130.png,https://cdn.sofifa.org/1x/18/teams/2.png
Marc Albrighton, 18 November 1989,175 cm,148 lbs,2013/2014,Aston Villa,AVL,Right,9,0,England,€9.5M,€68K,https://cdn.sofifa.org/1x/18/players/183130.png,https://cdn.sofifa.org/1x/18/teams/2.png
Marc Pugh, 2 April 1987,180 cm,159 lbs,2015/2016,Bournemouth,BOU,Right,15,3,England,€3.8M,€56K,https://cdn.sofifa.org/1x/18/players/166838.png,https://cdn.sofifa.org/1x/18/teams/1943.png
Marcus Rashford, 31 October 1997,180 cm,154 lbs,2015/2016,Manchester United,MUN,Right,11,5,England,€22M,€74K,https://cdn.sofifa.org/1x/18/players/231677.png,https://cdn.sofifa.org/1x/18/teams/11.png
Mark Bunn, 16 November 1984,182 cm,172 lbs,2011/2012,Blackburn Rovers,BLB,Right,3,0,England,€1.8M,€19K,https://cdn.sofifa.org/1x/18/players/162054.png,https://cdn.sofifa.org/1x/18/teams/3.png
Mark Bunn, 16 November 1984,182 cm,172 lbs,2012/2013,Norwich City,NOR,Right,22,0,England,€1.8M,€19K,https://cdn.sofifa.org/1x/18/players/162054.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Mark Bunn, 16 November 1984,182 cm,172 lbs,2015/2016,Aston Villa,AVL,Right,10,0,England,€1.8M,€19K,https://cdn.sofifa.org/1x/18/players/162054.png,https://cdn.sofifa.org/1x/18/teams/2.png
Mark Hudson, 30 March 1982,185 cm,170 lbs,2013/2014,Cardiff City,CAR,Right,2,0,England,€80K,€1K,https://cdn.sofifa.org/1x/18/players/227529.png,https://cdn.sofifa.org/1x/18/teams/1961.png
Martin Kelly, 27 April 1990,190 cm,170 lbs,2011/2012,Liverpool,LIV,Right,12,0,England,€3.7M,€44K,https://cdn.sofifa.org/1x/18/players/184037.png,https://cdn.sofifa.org/1x/18/teams/9.png
Martin Kelly, 27 April 1990,190 cm,170 lbs,2012/2013,Liverpool,LIV,Right,4,0,England,€3.7M,€44K,https://cdn.sofifa.org/1x/18/players/184037.png,https://cdn.sofifa.org/1x/18/teams/9.png
Martin Kelly, 27 April 1990,190 cm,170 lbs,2014/2015,Crystal Palace,CRY,Right,27,0,England,€3.7M,€44K,https://cdn.sofifa.org/1x/18/players/184037.png,https://cdn.sofifa.org/1x/18/teams/1799.png
Martin Kelly, 27 April 1990,190 cm,170 lbs,2015/2016,Crystal Palace,CRY,Right,11,0,England,€3.7M,€44K,https://cdn.sofifa.org/1x/18/players/184037.png,https://cdn.sofifa.org/1x/18/teams/1799.png
Marvin Sordell, 17 February 1991,177 cm,179 lbs,2014/2015,Burnley,BUR,Right,2,0,England,€1.3M,€8K,https://cdn.sofifa.org/1x/18/players/190722.png,https://cdn.sofifa.org/1x/18/teams/1796.png
Matt Grimes, 15 July 1995,177 cm,154 lbs,2015/2016,Swansea City,SWA,Left,1,0,England,€800K,€13K,https://cdn.sofifa.org/1x/18/players/212118.png,https://cdn.sofifa.org/1x/18/teams/1960.png
Matt Jarvis, 22 May 1986,170 cm,159 lbs,2011/2012,Wolverhampton,WOL,Right,31,0,England,€1.6M,€25K,https://cdn.sofifa.org/1x/18/players/163571.png,https://cdn.sofifa.org/1x/18/teams/110.png
Matt Jarvis, 22 May 1986,170 cm,159 lbs,2012/2013,West Ham United,WHU,Right,29,0,England,€1.6M,€25K,https://cdn.sofifa.org/1x/18/players/163571.png,https://cdn.sofifa.org/1x/18/teams/19.png
Matt Jarvis, 22 May 1986,170 cm,159 lbs,2013/2014,West Ham United,WHU,Right,23,0,England,€1.6M,€25K,https://cdn.sofifa.org/1x/18/players/163571.png,https://cdn.sofifa.org/1x/18/teams/19.png
Matt Jarvis, 22 May 1986,170 cm,159 lbs,2014/2015,West Ham United,WHU,Right,4,0,England,€1.6M,€25K,https://cdn.sofifa.org/1x/18/players/163571.png,https://cdn.sofifa.org/1x/18/teams/19.png
Matt Jarvis, 22 May 1986,170 cm,159 lbs,2015/2016,Norwich City,NOR,Right,13,0,England,€1.6M,€25K,https://cdn.sofifa.org/1x/18/players/163571.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Matt Targett, 18 September 1995,182 cm,154 lbs,2014/2015,Southampton,SOU,Left,3,0,England,€1.6M,€27K,https://cdn.sofifa.org/1x/18/players/218659.png,https://cdn.sofifa.org/1x/18/teams/17.png
Matt Targett, 18 September 1995,182 cm,154 lbs,2015/2016,Southampton,SOU,Left,13,0,England,€1.6M,€27K,https://cdn.sofifa.org/1x/18/players/218659.png,https://cdn.sofifa.org/1x/18/teams/17.png
Matthew Connolly, 24 September 1987,187 cm,185 lbs,2013/2014,Cardiff City,CAR,Right,3,0,England,€575K,€16K,https://cdn.sofifa.org/1x/18/players/167694.png,https://cdn.sofifa.org/1x/18/teams/1961.png
Matthew Connolly, 24 September 1987,187 cm,185 lbs,2011/2012,Queens Park Rangers,QPR,Right,5,0,England,€575K,€16K,https://cdn.sofifa.org/1x/18/players/167694.png,https://cdn.sofifa.org/1x/18/teams/15.png
Matthew Kilgallon, 8 January 1984,187 cm,174 lbs,2011/2012,Sunderland,SUN,Left,9,0,England,€425K,€7K,https://cdn.sofifa.org/1x/18/players/138413.png,https://cdn.sofifa.org/1x/18/teams/106.png
Matthew Kilgallon, 8 January 1984,187 cm,174 lbs,2012/2013,Sunderland,SUN,Left,6,0,England,€425K,€7K,https://cdn.sofifa.org/1x/18/players/138413.png,https://cdn.sofifa.org/1x/18/teams/106.png
Matthew Lowton, 9 June 1989,180 cm,172 lbs,2012/2013,Aston Villa,AVL,Right,37,2,England,€6M,€55K,https://cdn.sofifa.org/1x/18/players/199633.png,https://cdn.sofifa.org/1x/18/teams/2.png
Matthew Lowton, 9 June 1989,180 cm,172 lbs,2013/2014,Aston Villa,AVL,Right,18,0,England,€6M,€55K,https://cdn.sofifa.org/1x/18/players/199633.png,https://cdn.sofifa.org/1x/18/teams/2.png
Matthew Lowton, 9 June 1989,180 cm,172 lbs,2014/2015,Aston Villa,AVL,Right,8,0,England,€6M,€55K,https://cdn.sofifa.org/1x/18/players/199633.png,https://cdn.sofifa.org/1x/18/teams/2.png
Matthew Pennington, 6 October 1994,185 cm,170 lbs,2015/2016,Everton,EVE,Right,4,0,England,€900K,€18K,https://cdn.sofifa.org/1x/18/players/216791.png,https://cdn.sofifa.org/1x/18/teams/7.png
Matthew Phillips, 13 March 1991,182 cm,165 lbs,2014/2015,Queens Park Rangers,QPR,Right,20,0,England,€170K,€3K,https://cdn.sofifa.org/1x/18/players/234559.png,https://cdn.sofifa.org/1x/18/teams/15.png
Matthew Taylor, 27 November 1981,177 cm,161 lbs,2014/2015,Burnley,BUR,Left,7,0,England,€180K,€7K,https://cdn.sofifa.org/1x/18/players/53827.png,https://cdn.sofifa.org/1x/18/teams/1796.png
Matthew Taylor, 27 November 1981,177 cm,161 lbs,2012/2013,West Ham United,WHU,Left,14,1,England,€180K,€7K,https://cdn.sofifa.org/1x/18/players/53827.png,https://cdn.sofifa.org/1x/18/teams/19.png
Matthew Taylor, 27 November 1981,177 cm,161 lbs,2013/2014,West Ham United,WHU,Left,16,0,England,€180K,€7K,https://cdn.sofifa.org/1x/18/players/53827.png,https://cdn.sofifa.org/1x/18/teams/19.png
Micah Richards, 24 June 1988,180 cm,183 lbs,2011/2012,Manchester City,MCI,Right,23,1,England,€280K,€3K,https://cdn.sofifa.org/1x/18/players/53778.png,https://cdn.sofifa.org/1x/18/teams/10.png
Micah Richards, 24 June 1988,180 cm,183 lbs,2012/2013,Manchester City,MCI,Right,7,0,England,€280K,€3K,https://cdn.sofifa.org/1x/18/players/53778.png,https://cdn.sofifa.org/1x/18/teams/10.png
Micah Richards, 24 June 1988,180 cm,183 lbs,2013/2014,Manchester City,MCI,Right,2,0,England,€280K,€3K,https://cdn.sofifa.org/1x/18/players/53778.png,https://cdn.sofifa.org/1x/18/teams/10.png
Micah Richards, 24 June 1988,180 cm,183 lbs,2015/2016,Aston Villa,AVL,Right,23,1,England,€280K,€3K,https://cdn.sofifa.org/1x/18/players/53778.png,https://cdn.sofifa.org/1x/18/teams/2.png
Michael Carrick, 28 July 1981,187 cm,163 lbs,2011/2012,Manchester United,MUN,Right,27,2,England,€3.5M,€86K,https://cdn.sofifa.org/1x/18/players/21146.png,https://cdn.sofifa.org/1x/18/teams/11.png
Michael Carrick, 28 July 1981,187 cm,163 lbs,2012/2013,Manchester United,MUN,Right,34,1,England,€3.5M,€86K,https://cdn.sofifa.org/1x/18/players/21146.png,https://cdn.sofifa.org/1x/18/teams/11.png
Michael Carrick, 28 July 1981,187 cm,163 lbs,2013/2014,Manchester United,MUN,Right,26,1,England,€3.5M,€86K,https://cdn.sofifa.org/1x/18/players/21146.png,https://cdn.sofifa.org/1x/18/teams/11.png
Michael Carrick, 28 July 1981,187 cm,163 lbs,2014/2015,Manchester United,MUN,Right,16,1,England,€3.5M,€86K,https://cdn.sofifa.org/1x/18/players/21146.png,https://cdn.sofifa.org/1x/18/teams/11.png
Michael Carrick, 28 July 1981,187 cm,163 lbs,2015/2016,Manchester United,MUN,Right,22,0,England,€3.5M,€86K,https://cdn.sofifa.org/1x/18/players/21146.png,https://cdn.sofifa.org/1x/18/teams/11.png
Michael Dawson, 18 November 1983,187 cm,168 lbs,2011/2012,Tottenham Hotspur,TOT,Right,6,0,England,€2.3M,€12K,https://cdn.sofifa.org/1x/18/players/120312.png,https://cdn.sofifa.org/1x/18/teams/18.png
Michael Dawson, 18 November 1983,187 cm,168 lbs,2012/2013,Tottenham Hotspur,TOT,Right,23,1,England,€2.3M,€12K,https://cdn.sofifa.org/1x/18/players/120312.png,https://cdn.sofifa.org/1x/18/teams/18.png
Michael Dawson, 18 November 1983,187 cm,168 lbs,2013/2014,Tottenham Hotspur,TOT,Right,31,0,England,€2.3M,€12K,https://cdn.sofifa.org/1x/18/players/120312.png,https://cdn.sofifa.org/1x/18/teams/18.png
Michael Dawson, 18 November 1983,187 cm,168 lbs,2014/2015,Hull City,HUL,Right,28,1,England,€2.3M,€12K,https://cdn.sofifa.org/1x/18/players/120312.png,https://cdn.sofifa.org/1x/18/teams/1952.png
Michael Keane, 11 January 1993,187 cm,181 lbs,2014/2015,Burnley,BUR,Right,17,0,England,€21M,€91K,https://cdn.sofifa.org/1x/18/players/207599.png,https://cdn.sofifa.org/1x/18/teams/1796.png
Michael Kightly, 24 January 1986,172 cm,157 lbs,2014/2015,Burnley,BUR,Right,10,1,England,€1.6M,€8K,https://cdn.sofifa.org/1x/18/players/140451.png,https://cdn.sofifa.org/1x/18/teams/1796.png
Michael Kightly, 24 January 1986,172 cm,157 lbs,2011/2012,Wolverhampton,WOL,Right,14,3,England,€1.6M,€8K,https://cdn.sofifa.org/1x/18/players/140451.png,https://cdn.sofifa.org/1x/18/teams/110.png
Michael Kightly, 24 January 1986,172 cm,157 lbs,2012/2013,Stoke City,STK,Right,14,3,England,€1.6M,€8K,https://cdn.sofifa.org/1x/18/players/140451.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Michael Turner, 9 November 1983,193 cm,198 lbs,2011/2012,Sunderland,SUN,Right,23,0,England,€950K,€7K,https://cdn.sofifa.org/1x/18/players/138181.png,https://cdn.sofifa.org/1x/18/teams/106.png
Michael Turner, 9 November 1983,193 cm,198 lbs,2012/2013,Norwich City,NOR,Right,25,3,England,€950K,€7K,https://cdn.sofifa.org/1x/18/players/138181.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Michael Turner, 9 November 1983,193 cm,198 lbs,2013/2014,Norwich City,NOR,Right,22,0,England,€950K,€7K,https://cdn.sofifa.org/1x/18/players/138181.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Michail Antonio, 28 March 1990,180 cm,174 lbs,2015/2016,West Ham United,WHU,Right,23,8,England,€17.5M,€120K,https://cdn.sofifa.org/1x/18/players/190717.png,https://cdn.sofifa.org/1x/18/teams/19.png
Mike Williamson, 8 November 1983,193 cm,203 lbs,2011/2012,Newcastle United,NEW,Right,21,0,England,€950K,€8K,https://cdn.sofifa.org/1x/18/players/152741.png,https://cdn.sofifa.org/1x/18/teams/13.png
Mike Williamson, 8 November 1983,193 cm,203 lbs,2012/2013,Newcastle United,NEW,Right,19,0,England,€950K,€8K,https://cdn.sofifa.org/1x/18/players/152741.png,https://cdn.sofifa.org/1x/18/teams/13.png
Mike Williamson, 8 November 1983,193 cm,203 lbs,2013/2014,Newcastle United,NEW,Right,32,0,England,€950K,€8K,https://cdn.sofifa.org/1x/18/players/152741.png,https://cdn.sofifa.org/1x/18/teams/13.png
Mike Williamson, 8 November 1983,193 cm,203 lbs,2014/2015,Newcastle United,NEW,Right,27,1,England,€950K,€8K,https://cdn.sofifa.org/1x/18/players/152741.png,https://cdn.sofifa.org/1x/18/teams/13.png
Nathan Baker, 23 April 1991,187 cm,181 lbs,2011/2012,Aston Villa,AVL,Left,6,0,England,€3.1M,€27K,https://cdn.sofifa.org/1x/18/players/189403.png,https://cdn.sofifa.org/1x/18/teams/2.png
Nathan Baker, 23 April 1991,187 cm,181 lbs,2012/2013,Aston Villa,AVL,Left,25,0,England,€3.1M,€27K,https://cdn.sofifa.org/1x/18/players/189403.png,https://cdn.sofifa.org/1x/18/teams/2.png
Nathan Baker, 23 April 1991,187 cm,181 lbs,2013/2014,Aston Villa,AVL,Left,29,0,England,€3.1M,€27K,https://cdn.sofifa.org/1x/18/players/189403.png,https://cdn.sofifa.org/1x/18/teams/2.png
Nathan Baker, 23 April 1991,187 cm,181 lbs,2014/2015,Aston Villa,AVL,Left,8,0,England,€3.1M,€27K,https://cdn.sofifa.org/1x/18/players/189403.png,https://cdn.sofifa.org/1x/18/teams/2.png
Nathan Delfouneso, 2 February 1991,185 cm,172 lbs,2011/2012,Aston Villa,AVL,Right,1,0,England,€475K,€2K,https://cdn.sofifa.org/1x/18/players/184467.png,https://cdn.sofifa.org/1x/18/teams/2.png
Nathan Delfouneso, 2 February 1991,185 cm,172 lbs,2012/2013,Aston Villa,AVL,Right,1,0,England,€475K,€2K,https://cdn.sofifa.org/1x/18/players/184467.png,https://cdn.sofifa.org/1x/18/teams/2.png
Nathan Dyer, 29 November 1987,167 cm,137 lbs,2011/2012,Swansea City,SWA,Right,29,5,England,€6.5M,€60K,https://cdn.sofifa.org/1x/18/players/173436.png,https://cdn.sofifa.org/1x/18/teams/1960.png
Nathan Dyer, 29 November 1987,167 cm,137 lbs,2012/2013,Swansea City,SWA,Right,25,3,England,€6.5M,€60K,https://cdn.sofifa.org/1x/18/players/173436.png,https://cdn.sofifa.org/1x/18/teams/1960.png
Nathan Dyer, 29 November 1987,167 cm,137 lbs,2013/2014,Swansea City,SWA,Right,19,6,England,€6.5M,€60K,https://cdn.sofifa.org/1x/18/players/173436.png,https://cdn.sofifa.org/1x/18/teams/1960.png
Nathan Dyer, 29 November 1987,167 cm,137 lbs,2014/2015,Swansea City,SWA,Right,23,3,England,€6.5M,€60K,https://cdn.sofifa.org/1x/18/players/173436.png,https://cdn.sofifa.org/1x/18/teams/1960.png
Nathan Redmond, 6 March 1994,172 cm,165 lbs,2013/2014,Norwich City,NOR,Right,23,1,England,€13M,€68K,https://cdn.sofifa.org/1x/18/players/198719.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Nathan Redmond, 6 March 1994,172 cm,165 lbs,2015/2016,Norwich City,NOR,Right,24,6,England,€13M,€68K,https://cdn.sofifa.org/1x/18/players/198719.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Nathaniel Clyne, 5 April 1991,175 cm,148 lbs,2012/2013,Southampton,SOU,Right,34,1,England,€22M,€115K,https://cdn.sofifa.org/1x/18/players/190456.png,https://cdn.sofifa.org/1x/18/teams/17.png
Nathaniel Clyne, 5 April 1991,175 cm,148 lbs,2013/2014,Southampton,SOU,Right,20,0,England,€22M,€115K,https://cdn.sofifa.org/1x/18/players/190456.png,https://cdn.sofifa.org/1x/18/teams/17.png
Nathaniel Clyne, 5 April 1991,175 cm,148 lbs,2014/2015,Southampton,SOU,Right,35,2,England,€22M,€115K,https://cdn.sofifa.org/1x/18/players/190456.png,https://cdn.sofifa.org/1x/18/teams/17.png
Nathaniel Clyne, 5 April 1991,175 cm,148 lbs,2015/2016,Liverpool,LIV,Right,33,1,England,€22M,€115K,https://cdn.sofifa.org/1x/18/players/190456.png,https://cdn.sofifa.org/1x/18/teams/9.png
Nedum Onuoha, 30 November 1986,187 cm,172 lbs,2011/2012,Queens Park Rangers,QPR,Right,16,0,England,€2.3M,€19K,https://cdn.sofifa.org/1x/18/players/164462.png,https://cdn.sofifa.org/1x/18/teams/15.png
Nedum Onuoha, 30 November 1986,187 cm,172 lbs,2012/2013,Queens Park Rangers,QPR,Right,15,0,England,€2.3M,€19K,https://cdn.sofifa.org/1x/18/players/164462.png,https://cdn.sofifa.org/1x/18/teams/15.png
Nedum Onuoha, 30 November 1986,187 cm,172 lbs,2014/2015,Queens Park Rangers,QPR,Right,22,0,England,€2.3M,€19K,https://cdn.sofifa.org/1x/18/players/164462.png,https://cdn.sofifa.org/1x/18/teams/15.png
Noel Hunt, 26 December 1982,172 cm,163 lbs,2012/2013,Reading,REA,Right,10,2,England,€120K,€4K,https://cdn.sofifa.org/1x/18/players/138083.png,https://cdn.sofifa.org/1x/18/teams/1793.png
Patrick Bamford, 5 September 1993,185 cm,157 lbs,2015/2016,Norwich City,NOR,Left,2,0,England,€2.5M,€13K,https://cdn.sofifa.org/1x/18/players/206534.png,https://cdn.sofifa.org/1x/18/teams/1792.png
Paul Robinson, 14 December 1978,175 cm,161 lbs,2011/2012,Bolton Wanderers,BOL,Left,15,0,England,€130K,€2K,https://cdn.sofifa.org/1x/18/players/163584.png,https://cdn.sofifa.org/1x/18/teams/4.png
Paul Robinson, 15 October 1979,193 cm,198 lbs,2011/2012,Blackburn Rovers,BLB,Right,34,0,England,€130K,€2K,https://cdn.sofifa.org/1x/18/players/163584.png,https://cdn.sofifa.org/1x/18/teams/3.png
Peter Crouch, 30 January 1981,200 cm,185 lbs,2011/2012,Tottenham Hotspur,TOT,Right,1,10,England,€2M,€47K,https://cdn.sofifa.org/1x/18/players/51257.png,https://cdn.sofifa.org/1x/18/teams/18.png
Peter Crouch, 30 January 1981,200 cm,185 lbs,2011/2012,Stoke City,STK,Right,31,10,England,€2M,€47K,https://cdn.sofifa.org/1x/18/players/51257.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Peter Crouch, 30 January 1981,200 cm,185 lbs,2012/2013,Stoke City,STK,Right,28,7,England,€2M,€47K,https://cdn.sofifa.org/1x/18/players/51257.png,https://cdn.sofifa.org/1x/18/teams/1806.png
Peter Crouch, 30 January 1981,200 cm,185 lbs,2013/2014,Stoke City,STK,Right,30,7,England,€2M,€47K,https://cdn.sofifa.org/1x/18/players/51257.png,https://cdn.sofifa.org/1x/18/teams/1806.png
